txn_id,sender_id,timestamp,amount,city,lat,lng,user_home_location,active_location,fraud_type,is_fraud,bank_response_time_ms,mcc,device_id,ip_address
24850d14-daab-45f9-9c32-689875fe655a,User_2794,2025-05-08T23:21:15,26732,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,85,5311,SamsungS21_145,192.168.186.205
85462dae-5591-46d8-92b6-3d3bdcadfe95,User_3710,2025-09-15T06:10:28,42214,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,181,5411,OnePlus9_735,192.168.191.3
2e881222-821f-4f15-aa5d-21682d71b121,User_1851,2025-07-11T08:42:15,45993,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,88,4121,Pixel6_110,192.168.127.115
3c9f53ae-85b1-4c97-9ba8-5b1fba23566f,User_3932,2025-02-23T19:56:15,36099,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,91,4121,Pixel6_290,192.168.97.102
debc37c7-bbee-4839-b8ff-d95d5cff1040,User_3234,2025-08-29T07:08:16,12573,Indore,20.5937,78.9629,Indore,Indore,NONE,0,385,5411,OnePlus9_618,192.168.233.111
398580c8-edf9-47b5-9ba4-86defdd268a3,User_1440,2025-11-29T18:05:11,29486,Indore,20.5937,78.9629,Indore,Indore,NONE,0,129,5411,iPhone13_994,192.168.222.69
a936c298-2fad-4932-b45d-35bcaf8d94d7,User_2464,2025-04-23T04:23:23,48209,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,320,5812,SamsungS21_806,192.168.179.158
7c219c42-03a5-4104-9120-98285376d02f,User_1271,2025-05-31T07:06:27,37143,Indore,20.5937,78.9629,Indore,Indore,NONE,0,366,5812,Pixel6_816,192.168.159.150
41b1236d-7553-41dc-bd1c-1bb1b60b2f5d,User_3980,2025-03-25T07:07:58,29410,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,357,5311,OnePlus9_531,192.168.20.195
ae678b3e-8c8b-47db-b2b8-113b9ab0cb44,User_1023,2025-05-04T23:13:04,40556,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,367,5812,Pixel6_558,192.168.98.159
fbf2e88d-6699-49c3-80a4-356ee7533377,User_4367,2025-04-06T13:16:42,14142,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,105,5411,OnePlus9_707,192.168.106.125
97a38ee3-0cbf-4a8e-9ff4-2920d89f6e74,User_2901,2025-03-26T11:31:29,2656,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,362,5812,Pixel6_199,192.168.102.149
888dbef9-6bee-46d7-8547-2519293eaee6,User_2408,2025-09-29T17:04:16,37389,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,172,5812,iPhone13_535,192.168.98.106
67f71287-382e-4679-8fa2-7ddbaa8eaf1f,User_2625,2025-04-04T02:34:16,37400,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,170,5311,SamsungS21_668,192.168.234.91
aaf891d8-49a7-4d24-8861-e51e97e644ea,User_2923,2025-06-26T14:18:07,86599,Chennai,13.0827,80.2707,Chennai,Delhi,IMPOSSIBLE_TRAVEL,1,355,6051,Emulator_5745,45.58.182.216
af4f4f82-5aab-445a-865d-7ef11b5f0d2f,User_3281,2025-11-10T03:50:01,36478,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,265,5311,Pixel6_162,192.168.251.138
0f538760-9e6f-4606-b077-1d12792f898f,User_1965,2025-09-22T07:21:14,33980,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,53,5411,Pixel6_651,192.168.197.23
d9d63c8e-f400-4b72-af16-f2dee77dd2a6,User_3896,2025-07-16T20:11:39,38740,Bengaluru,20.5937,78.9629,Bengaluru,Delhi,CLONED_CARD,1,69,5967,Emulator_9667,185.96.250.20
a30665ad-ec5a-461c-b815-7e3f0b034468,User_1859,2025-09-23T21:34:59,1612,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,381,4121,iPhone13_883,192.168.108.18
e80e32b1-4de2-4e9d-8a48-3c914f17d78b,User_2883,2025-01-31T17:25:24,45844,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,74,5411,Pixel6_806,192.168.12.236
67468455-ae74-427f-9062-c169faa633bd,User_2482,2025-01-03T05:42:59,23021,Indore,20.5937,78.9629,Indore,Indore,NONE,0,274,5812,OnePlus9_383,192.168.186.39
57627fd3-1f26-43dd-a6e4-630daad65651,User_4912,2025-08-13T03:49:25,40101,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,331,5411,SamsungS21_519,192.168.94.226
743796b6-4958-4738-9a61-98772b972da2,User_1303,2025-11-17T14:58:31,8294,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,163,4121,SamsungS21_662,192.168.67.232
e3a6f37d-2bb6-4c95-bea7-24da2eaac7f8,User_2679,2025-07-15T20:45:26,37677,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,67,4121,Pixel6_423,192.168.53.196
6ccb640b-0e06-49b4-996f-bc2cb73dcd37,User_3872,2025-11-02T12:46:32,49033,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,172,5812,iPhone13_558,192.168.213.81
30d7b73e-8c21-44d0-af5e-2f3d4742cea0,User_1671,2025-10-03T04:47:59,17803,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,186,4121,iPhone13_646,192.168.249.125
206c0c34-f122-4214-b464-ae7d4773f833,User_3042,2025-01-26T05:35:54,44440,Bengaluru,20.5937,78.9629,Bengaluru,Mumbai,SIM_SWAP,1,177,5967,Emulator_4162,103.74.238.86
37483868-9217-46f7-8aaf-a57717209024,User_1875,2025-07-06T08:17:03,19179,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,113,4121,SamsungS21_483,192.168.16.1
b77b87af-24e7-41b2-8691-c328683bfac0,User_1626,2025-10-14T13:40:28,47496,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,58,5411,SamsungS21_988,192.168.125.160
95633151-c537-4cee-8a3d-d4d679cdbf67,User_3517,2025-07-13T07:12:16,19366,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,299,5812,OnePlus9_740,192.168.85.248
2feaf440-72d4-4ac1-8f4b-1f3015b14a89,User_2395,2025-09-01T22:31:09,28545,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,398,5411,Pixel6_176,192.168.155.251
e21ff6a5-f6b8-4c58-bb61-7d3ec169117a,User_1005,2025-10-05T09:37:44,37782,Bengaluru,20.5937,78.9629,Bengaluru,Indore,IMPOSSIBLE_TRAVEL,1,237,6051,Emulator_6988,103.146.153.146
ca400ac9-67e4-42fb-8b40-50a7b7e90cc4,User_1229,2025-10-19T15:45:24,9736,Indore,20.5937,78.9629,Indore,Indore,NONE,0,54,5411,iPhone13_528,192.168.116.158
3c56c55b-c33b-4627-bb5e-f4be7c4c2b54,User_4306,2025-08-09T07:57:53,2377,Indore,20.5937,78.9629,Indore,Indore,NONE,0,97,5411,SamsungS21_354,192.168.32.60
475b37b5-35e6-4120-80d4-4245ed335a18,User_4597,2025-10-23T10:40:05,41195,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,342,5411,SamsungS21_804,192.168.56.45
7f38419a-a311-4b29-b923-ac25738671ad,User_1172,2025-04-13T04:33:06,26325,Bengaluru,20.5937,78.9629,Bengaluru,Chennai,CLONED_CARD,1,179,6051,Emulator_3466,45.132.0.131
c66e93c2-dc54-431a-a224-79b0effe00ab,User_3796,2025-01-21T12:11:12,14692,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,393,5812,iPhone13_306,192.168.232.16
ad81792e-5415-4d80-9bce-a454e8c38090,User_4389,2025-09-29T16:26:21,91139,Kolkata,22.5726,88.3639,Kolkata,Chennai,IMPOSSIBLE_TRAVEL,1,205,7995,Emulator_8950,103.93.202.3
30e607ba-91e9-4cdd-a430-b16c02476e9d,User_4879,2025-09-14T02:45:54,41211,Indore,20.5937,78.9629,Indore,Indore,NONE,0,52,5812,iPhone13_906,192.168.84.232
8df0391d-ae3b-40b8-8b7a-de4ea2aee03d,User_2801,2025-07-28T02:53:34,40633,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,225,5812,SamsungS21_759,192.168.39.66
6407ffa2-0a99-40f7-b746-cbe728cdfc45,User_3953,2025-10-08T17:44:39,25902,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,320,5311,Pixel6_504,192.168.160.123
89666c6d-03d7-4703-a973-c0276b609089,User_2831,2025-05-05T17:03:57,7696,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,96,5812,SamsungS21_131,192.168.43.94
b3aceec3-d569-4a99-b86e-0f393ee03512,User_2524,2025-09-25T02:14:47,10551,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,355,5411,SamsungS21_801,192.168.62.13
4899f586-92a0-4fe9-b5f9-b87e9b564c22,User_2783,2025-04-09T02:58:32,6572,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,398,5812,SamsungS21_695,192.168.10.179
d79cc3d6-8800-45ca-aa0e-70a19dc81710,User_1748,2025-06-23T07:16:04,13923,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,314,4121,OnePlus9_837,192.168.56.13
e588f265-0344-4850-ad5e-0afb13592259,User_1518,2025-02-10T10:03:24,32886,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,296,5311,SamsungS21_967,192.168.229.195
e4634727-e19a-4fcd-b4af-1579c94ef761,User_4720,2025-06-14T04:49:07,5750,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,196,5411,iPhone13_294,192.168.164.129
1c8a2675-64ba-4415-b0a5-efcdbae4d793,User_4522,2025-05-20T06:17:29,17910,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,127,5311,OnePlus9_336,192.168.197.231
5af5f965-7b23-4cb6-9589-68646c536b92,User_3045,2025-05-19T09:07:06,28212,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,342,4121,SamsungS21_932,192.168.205.181
de4e939f-ef88-4e45-8726-a29812e201d9,User_3574,2025-01-16T06:46:10,3447,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,393,5311,OnePlus9_813,192.168.152.164
ca4af49b-a0fd-4b5c-be5f-1c8e0e86e79e,User_1554,2025-08-07T12:49:32,49668,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,84,5812,iPhone13_898,192.168.16.167
743ceea4-e544-402e-bc56-424d6cd374a0,User_3021,2025-01-08T05:50:47,22043,Indore,20.5937,78.9629,Indore,Indore,NONE,0,188,5411,OnePlus9_462,192.168.184.2
c0b4658c-7666-49f5-9099-6a5797d644cf,User_2046,2025-05-21T02:31:58,20562,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,157,4121,SamsungS21_575,192.168.158.219
1911f123-59ef-4baa-ae7d-d91e9d4bcb88,User_3495,2025-05-27T19:42:10,42016,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,68,5812,OnePlus9_842,192.168.157.21
02c9aa7d-24a5-4fdd-a103-4c2c5a9088da,User_2509,2025-09-10T22:19:43,193,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,285,5411,OnePlus9_379,192.168.47.62
49c306b3-6732-4804-bf7b-c4810d0df731,User_4589,2025-08-11T23:46:40,36372,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,247,5311,Pixel6_362,192.168.0.35
bcdf40da-0bdc-4518-946a-091f556209b2,User_2470,2025-05-12T09:30:57,39667,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,123,4121,Pixel6_914,192.168.187.240
6ab5adb9-1b6a-45c5-8b06-88cc6ded39fb,User_2315,2025-08-03T19:34:35,28052,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,94,5812,iPhone13_366,192.168.220.210
2b853a8e-ef08-4246-9201-d48cf654dc73,User_1427,2025-05-01T04:43:48,27690,Indore,20.5937,78.9629,Indore,Bengaluru,UPI_SCAM,1,103,6051,Emulator_1360,45.98.9.153
e8147629-8267-455a-8dc9-92d681020649,User_1557,2025-02-23T06:06:03,38494,Indore,20.5937,78.9629,Indore,Indore,NONE,0,170,5812,OnePlus9_769,192.168.40.156
39e05feb-78e2-4c7d-80cb-5291311923f1,User_3826,2025-08-02T13:16:39,49664,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,376,5812,iPhone13_176,192.168.117.140
9f68e442-7ac9-48af-a8d8-be02bf3d03b9,User_1155,2025-11-24T08:56:57,44424,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,242,4121,iPhone13_664,192.168.27.206
1e82c3d4-38f5-4df9-b928-b555c0fb106f,User_4145,2025-08-29T19:52:55,29572,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,226,5311,Pixel6_630,192.168.121.242
f28cd939-ff95-4040-a737-14ec8b3d6291,User_4152,2025-12-04T07:36:37,32151,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,302,4121,Pixel6_140,192.168.137.244
0fd1cded-9c8c-41ee-98d0-d6e72c2cbefa,User_1328,2025-04-27T12:18:09,24218,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,260,5311,iPhone13_349,192.168.129.65
3a96a6f4-5212-4a84-9d87-5429a3908841,User_1624,2025-07-16T14:03:09,3595,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,277,5411,iPhone13_854,192.168.46.44
